lead_id,company_size,source,industry,engagement_score,response_time_hours,prior_interactions,budget_confirmed,attended_demo,lead_age_months,converted
1091,1-50,Conference,Corporate Security,28.8,0.6,2,0,0,1.9,0
1092,201-1000,Inbound Website,Higher Education,75.9,2.4,2,0,0,1.7,0
1093,1-50,Webinar,NGO/Nonprofit,27.2,18.5,0,0,0,3.4,1
1094,1-50,Cold Outreach,Healthcare,41.4,1.7,2,0,0,2.8,0
1095,51-200,University Partnership,Higher Education,52.0,7.2,3,0,0,0.7,0
1096,51-200,Referral,NGO/Nonprofit,89.8,3.3,2,1,1,1.1,1
1097,1-50,Inbound Website,Healthcare,41.5,16.2,1,0,0,0.3,1
1098,201-1000,Referral,NGO/Nonprofit,36.7,17.0,3,0,1,0.2,1
1099,1000+,Referral,Government,39.0,20.6,5,0,0,3.4,0
1100,1-50,Inbound Website,NGO/Nonprofit,83.2,32.3,4,0,0,1.6,0
1101,1-50,Conference,Corporate Security,0.0,11.6,2,0,0,1.6,0
1102,51-200,Inbound Website,Corporate Security,29.9,1.0,4,0,0,3.9,0
1103,201-1000,Cold Outreach,Higher Education,100.0,46.9,3,0,0,3.2,1
1104,201-1000,Cold Outreach,Healthcare,61.8,20.5,4,0,0,1.7,0
1105,1-50,Cold Outreach,Healthcare,27.9,11.4,4,1,0,0.2,0
1106,201-1000,Cold Outreach,Corporate Security,49.2,20.4,2,1,1,0.2,0
1107,1-50,Webinar,Corporate Security,51.3,6.0,4,1,0,0.7,1
1108,51-200,Cold Outreach,NGO/Nonprofit,66.9,10.3,2,0,1,1.5,0
1109,1000+,Webinar,Healthcare,86.8,28.8,2,1,0,4.8,0
1110,1-50,Conference,Government,57.8,24.1,4,0,0,3.3,1
1111,1-50,Conference,Other,39.2,67.9,2,0,0,3.4,0
1112,51-200,Referral,Healthcare,65.7,8.3,3,1,0,0.3,1
1113,201-1000,Cold Outreach,Other,36.0,20.4,6,0,1,0.1,1
1114,1000+,University Partnership,Other,29.3,16.5,1,0,1,1.9,0
1115,1000+,Cold Outreach,Other,14.8,1.2,4,1,0,4.1,0
1116,1-50,University Partnership,NGO/Nonprofit,18.7,7.0,0,0,0,0.7,0
1117,1-50,University Partnership,Healthcare,32.1,71.5,4,0,1,1.0,0
1118,201-1000,Inbound Website,Higher Education,26.4,12.3,2,0,0,2.9,0
1119,1-50,Cold Outreach,Corporate Security,56.3,2.6,5,0,0,6.1,0
1120,1000+,Conference,NGO/Nonprofit,26.0,15.3,5,1,0,0.4,1
1121,201-1000,Referral,Corporate Security,0.0,32.3,2,0,0,12.7,0
1122,1-50,Referral,NGO/Nonprofit,29.1,48.4,2,0,0,0.4,0
1123,201-1000,Cold Outreach,Higher Education,40.6,25.1,6,0,0,0.9,1
1124,1-50,Referral,Government,,7.8,2,1,1,2.3,0
1125,51-200,University Partnership,Corporate Security,80.4,27.0,6,1,0,1.4,1
1126,51-200,Conference,Corporate Security,37.7,24.5,1,0,1,0.7,0
1127,51-200,University Partnership,Higher Education,67.6,61.4,3,1,1,1.4,1
1128,201-1000,University Partnership,Higher Education,49.6,24.2,5,0,0,0.7,1
1129,201-1000,Webinar,NGO/Nonprofit,49.2,16.3,2,1,0,1.4,1
1130,1000+,Cold Outreach,Corporate Security,33.3,4.8,5,0,0,4.3,0
1131,1000+,Webinar,Higher Education,48.8,18.3,5,0,1,2.2,0
1132,51-200,Cold Outreach,Higher Education,34.7,7.4,2,0,0,2.1,0
1133,1-50,Inbound Website,Corporate Security,,3.3,4,1,1,0.6,0
1134,201-1000,Referral,Higher Education,45.3,55.6,3,1,0,5.4,1
1135,1000+,Cold Outreach,Healthcare,31.1,11.0,5,0,1,6.4,1
1136,51-200,Inbound Website,NGO/Nonprofit,69.8,38.8,1,0,0,1.4,1
1137,51-200,Conference,Higher Education,58.5,36.1,6,0,0,0.9,0
1138,51-200,Cold Outreach,Corporate Security,41.0,11.0,5,0,1,1.1,0
1139,1-50,Webinar,Higher Education,52.9,9.5,3,0,1,5.0,1
1140,201-1000,Referral,Government,,28.2,5,0,0,1.1,1
1141,51-200,University Partnership,NGO/Nonprofit,32.6,0.5,4,1,0,0.1,1
1142,201-1000,Referral,Corporate Security,51.4,31.0,2,0,0,0.2,0
1143,201-1000,Inbound Website,NGO/Nonprofit,37.6,6.7,1,1,1,0.1,1
1144,201-1000,University Partnership,Higher Education,31.1,4.8,3,0,0,1.9,0
1145,51-200,Inbound Website,Government,17.5,5.9,8,0,0,3.9,1
1146,51-200,Referral,Corporate Security,42.8,44.2,3,0,1,0.9,0
1147,201-1000,Conference,Corporate Security,61.3,53.0,4,0,0,1.7,0
1148,201-1000,Inbound Website,Other,36.1,11.0,3,0,0,0.1,0
1149,51-200,Referral,Higher Education,100.0,25.3,2,1,1,2.0,1
1150,1000+,Referral,NGO/Nonprofit,67.7,131.7,5,0,1,5.7,0
1151,1-50,Referral,NGO/Nonprofit,76.1,4.2,0,0,1,3.1,1
1152,1000+,Conference,Corporate Security,65.9,18.7,1,1,0,5.5,1
1153,1-50,University Partnership,Government,87.1,5.1,2,0,0,1.0,1
1154,1-50,Webinar,Corporate Security,34.3,64.9,5,0,1,1.2,0
1155,51-200,Cold Outreach,Government,0.0,1.6,6,1,0,2.2,0
1156,1-50,Inbound Website,NGO/Nonprofit,41.1,1.4,6,0,0,0.4,0
1157,1-50,Cold Outreach,Corporate Security,61.2,11.8,2,0,0,6.6,0
1158,1-50,Webinar,Other,53.0,2.5,6,1,0,2.6,1
1159,51-200,Conference,Healthcare,,8.8,4,1,1,0.3,0
1160,201-1000,University Partnership,Corporate Security,76.4,38.2,5,0,0,0.9,0
1161,1-50,Inbound Website,Healthcare,57.6,9.8,4,0,0,0.8,0
1162,201-1000,Referral,Corporate Security,66.0,0.7,2,1,1,4.5,1
1163,201-1000,Cold Outreach,Other,31.2,80.8,0,0,1,5.0,0
1164,1-50,Conference,Higher Education,28.1,3.4,7,0,0,0.8,1
1165,1-50,Inbound Website,Other,82.3,17.9,0,0,1,3.7,0
1166,1000+,Inbound Website,NGO/Nonprofit,52.0,18.0,4,1,0,0.7,1
1167,201-1000,University Partnership,NGO/Nonprofit,37.5,10.6,5,0,1,1.8,1
1168,51-200,Cold Outreach,Corporate Security,37.6,0.5,6,0,0,0.3,0
1169,201-1000,Cold Outreach,NGO/Nonprofit,37.0,13.9,3,0,0,4.7,0
1170,1-50,Webinar,Government,35.8,7.1,6,0,0,0.9,0
1171,51-200,Cold Outreach,NGO/Nonprofit,24.3,26.4,4,1,1,4.3,0
1172,201-1000,Cold Outreach,Higher Education,20.0,1.2,4,0,0,2.5,0
1173,1-50,Cold Outreach,Government,46.1,31.5,3,0,0,0.8,0
1174,201-1000,University Partnership,Corporate Security,38.1,25.3,5,1,1,3.3,1
1175,51-200,Cold Outreach,Government,72.1,25.8,2,0,0,0.4,0
1176,201-1000,Referral,Government,,25.9,4,0,1,2.2,0
1177,51-200,Conference,NGO/Nonprofit,55.3,64.5,5,0,0,3.9,0
1178,51-200,Webinar,Government,35.1,2.7,2,1,0,2.1,0
1179,1-50,Referral,Healthcare,47.6,1.9,3,1,0,1.9,0
1180,1-50,Inbound Website,Higher Education,57.2,1.8,1,1,0,0.6,0
1181,201-1000,Inbound Website,NGO/Nonprofit,64.3,17.1,3,0,0,2.0,0
1182,1-50,University Partnership,NGO/Nonprofit,48.1,2.6,3,0,0,4.2,0
1183,1-50,University Partnership,Corporate Security,71.6,17.6,2,0,1,2.1,1
1184,1-50,Referral,Healthcare,50.2,19.1,2,1,0,0.7,1
1185,1-50,Referral,Other,65.9,2.6,3,0,0,0.1,0
1186,201-1000,Inbound Website,NGO/Nonprofit,40.2,38.3,2,0,1,0.6,0
1187,51-200,Conference,Government,13.7,10.1,5,1,0,4.9,0
1188,1000+,Referral,Corporate Security,55.4,26.6,0,0,1,1.3,0
1189,1-50,Inbound Website,NGO/Nonprofit,64.5,26.9,3,0,1,0.2,0
1190,201-1000,Referral,Government,61.5,4.2,2,0,0,1.9,1
1191,51-200,Webinar,NGO/Nonprofit,58.4,53.4,5,0,1,0.5,1
1192,51-200,Inbound Website,Government,43.0,7.3,2,1,1,7.4,1
1193,1000+,Cold Outreach,NGO/Nonprofit,33.9,77.0,4,0,0,3.8,0
1194,1000+,Referral,Higher Education,61.0,2.2,6,1,1,7.1,1
1195,1000+,Webinar,Higher Education,58.5,0.5,3,0,0,2.7,0
1196,1-50,Conference,Other,38.8,4.5,2,0,0,0.5,0
1197,1-50,University Partnership,NGO/Nonprofit,72.2,14.5,1,1,0,0.2,1
1198,201-1000,University Partnership,NGO/Nonprofit,32.3,17.8,4,1,0,1.9,0
1199,1-50,Referral,Other,38.3,24.9,4,0,1,0.1,0
1200,201-1000,Webinar,Corporate Security,82.7,21.2,4,1,0,10.1,1
